trial_id,global_seed,scene_id,scene_seed,ik_method,trial_seed,success,solve_time,iterations,position_error,orientation_error,condition_number,q_solution,message
4,42,scene_00_no_obstacle,20260525,lm,2046,True,0.0007252819996210746,11,0.008125673380319377,0.0,2.5323799504536835,"[-2.9918814,-1.3860567,1.4984951,-1.6319068,-1.9509566,-0.025122442]",converged
5,42,scene_00_no_obstacle,20260525,lm,2047,True,0.0005405180017987732,11,0.010815075776409883,0.0,2.525046043243184,"[-2.9888366,-1.3934576,1.5120949,-1.6484414,-1.9650001,0.0025620929]",converged
6,42,scene_00_no_obstacle,20260525,lm,2048,True,0.0005987139993521851,11,0.009244322823612641,0.0,2.5284431597937873,"[-2.9992291,-1.3952645,1.5113492,-1.6585877,-1.9050495,-0.042198147]",converged
7,42,scene_00_no_obstacle,20260525,lm,2049,True,0.0005345860008674208,11,0.006518070240117664,0.0,2.536338976168643,"[-2.9990442,-1.3854423,1.4944885,-1.6339978,-1.9089267,-0.0076243673]",converged
8,42,scene_00_no_obstacle,20260525,lm,2050,True,0.0005868279986316338,11,0.007156219298164765,0.0,2.5300479886811744,"[-3.0021824,-1.3865114,1.4930029,-1.6256552,-1.8894206,-0.012505806]",converged
9,42,scene_00_no_obstacle,20260525,lm,2051,True,0.0005379260001063813,11,0.010515887944156189,0.0,2.519152458439315,"[-2.9923393,-1.389778,1.5003782,-1.620798,-1.9437115,0.029117575]",converged
10,42,scene_00_no_obstacle,20260525,lm,2052,True,0.0005577529991569463,11,0.008961966433310849,0.0,2.5243301601031276,"[-2.993619,-1.3858546,1.4943072,-1.6154879,-1.9391377,0.0082519441]",converged
11,42,scene_00_no_obstacle,20260525,lm,2053,True,0.0005211260031501297,11,0.008752178946540965,0.0,2.5193605258077345,"[-2.9939162,-1.3804335,1.4822103,-1.5854138,-1.938016,0.0013767047]",converged
12,42,scene_00_no_obstacle,20260525,lm,2054,True,0.0005338070004654583,11,0.009329144477676595,0.0,2.530130176672281,"[-2.9934664,-1.3926179,1.5096084,-1.6530068,-1.9402563,-0.027812306]",converged
13,42,scene_00_no_obstacle,20260525,lm,2055,True,0.0005679099995177239,12,0.005775777792244097,0.0,2.5394997454883352,"[-2.9965634,-1.3816608,1.4899985,-1.6266497,-1.9264178,0.01139769]",converged
14,42,scene_00_no_obstacle,20260525,lm,2056,True,0.0005299570002534892,11,0.008288432090562367,0.0,2.532186306701357,"[-2.9998105,-1.3931545,1.5081327,-1.6568199,-1.9037291,-0.0015005326]",converged
15,42,scene_00_no_obstacle,20260525,lm,2057,True,0.0005580979996011592,11,0.01091446166970432,0.0,2.5214503333492115,"[-2.9942511,-1.3954357,1.5106551,-1.6456315,-1.9321258,-0.010144132]",converged
16,42,scene_00_no_obstacle,20260525,lm,2058,True,0.0005624229997920338,12,0.00510633865135473,0.0,2.5454238952678816,"[-2.9949826,-1.3810898,1.4910407,-1.6344033,-1.9367669,-0.0607192]",converged
17,42,scene_00_no_obstacle,20260525,lm,2059,True,0.0005482499982463196,11,0.009870724018789934,0.0,2.524526754060433,"[-2.9927351,-1.3907264,1.5042308,-1.6351153,-1.9429092,0.011957757]",converged
18,42,scene_00_no_obstacle,20260525,lm,2060,True,0.0005768439987150487,12,0.005330305924215134,0.0,2.541575016788859,"[-2.9949934,-1.3793015,1.4865803,-1.6208589,-1.9366606,0.016563804]",converged
19,42,scene_00_no_obstacle,20260525,lm,2061,True,0.0005442920009954832,11,0.008445099842838328,0.0,2.5249153230523804,"[-2.9951574,-1.3845026,1.4912792,-1.6111173,-1.9317662,-0.0053461822]",converged
20,42,scene_00_no_obstacle,20260525,lm,2062,True,0.0006569520010089036,11,0.009845414012256398,0.0,2.521726342343298,"[-3.0019133,-1.3954253,1.5082351,-1.6460937,-1.8874537,0.03444072]",converged
21,42,scene_00_no_obstacle,20260525,lm,2063,True,0.0005408559991337825,11,0.011815067669753002,0.0,2.5163390731186928,"[-2.9912031,-1.3942648,1.5090147,-1.634129,-1.9479516,-0.022585385]",converged
22,42,scene_00_no_obstacle,20260525,lm,2064,True,0.0005471049989864696,11,0.009247126399762766,0.0,2.527104109399515,"[-3.0003695,-1.3950938,1.5099902,-1.6549654,-1.898341,-0.039181294]",converged
23,42,scene_00_no_obstacle,20260525,lm,2065,True,0.0006509070008178242,11,0.00942807439514673,0.0,2.519356605523938,"[-2.9954832,-1.3859601,1.4916021,-1.6056587,-1.9274907,-0.0038545163]",converged
24,42,scene_00_no_obstacle,20260525,lm,2066,True,0.0005272320013318677,11,0.009575083631159801,0.0,2.5222257013374034,"[-2.9982582,-1.3915257,1.5023057,-1.6325223,-1.9106023,0.018893961]",converged
25,42,scene_00_no_obstacle,20260525,lm,2067,True,0.0006707700013066642,11,0.011020312786811289,0.0,2.5144933692444913,"[-2.9930267,-1.3894886,1.4981275,-1.6114967,-1.9378391,-0.0079373576]",converged
